D_prof,E_act,D_surf,Drain
-79.70858441776417,0.03059058598055664,-20.0,0.0
-74.10858441776416,2.6,-14.4,0.0
-74.10858441776416,2.5,-14.4,0.0
-76.50858441776415,3.6,-16.8,0.0
-79.30858441776415,2.8,-19.6,0.0
-79.70858441776414,0.3999999999999986,-20.0,0.0
-79.73626889807655,0.027684480312406556,-20.0,0.0
-79.76132335275928,0.025054454682727823,-20.0,0.0
-79.78399763424714,0.022674281487868875,-20.0,0.0
-79.80451785899366,0.020520224746521265,-20.0,0.0
-79.82308866238927,0.01857080339560202,-20.0,0.0
-79.8398952394623,0.01680657707301947,-20.0,0.0
-79.8398952394623,2.8000000000000007,-20.0,0.0
-79.85510519171338,0.015209952251082015,-20.0,0.0
-79.8688701985006,0.013765006787229694,-20.0,0.0
-79.88132752964304,0.01245733114244274,-20.0,0.0
-79.89260141432696,0.011273884683911106,-20.0,0.0
-76.39260141432696,1.2,-16.5,0.0
-62.89260141432696,2.1,-3.0000000000000004,0.0
-61.992601414326955,1.3,-2.1000000000000005,0.0
-64.69260141432696,2.7,-4.800000000000001,0.0
-67.99260141432696,3.3,-8.100000000000001,0.0
-70.89260141432696,2.9,-11.000000000000002,0.0
-72.79260141432697,1.9,-12.900000000000002,0.0
-69.59260141432698,2.9,-9.700000000000003,0.0
-71.79260141432698,2.2,-11.900000000000002,0.0
-74.29260141432698,2.5,-14.400000000000002,0.0
-76.59260141432698,2.3,-16.700000000000003,0.0
-78.59260141432698,2.0,-18.700000000000003,0.0
-79.89260141432698,1.2999999999999972,-20.0,0.0
-79.90280427996592,0.010202865638937908,-20.0,0.0
-79.91203787336916,0.009233593403237705,-20.0,0.0
-79.92039427539909,0.008356402029929377,-20.0,0.0
-78.42039427539909,1.0,-18.5,0.0
-79.92039427539909,1.5,-20.0,0.0
-79.92795681923617,0.007562543837085656,-20.0,0.0
-79.93480092140874,0.006844102172563815,-20.0,0.0
-79.94099483387491,0.006193912466169849,-20.0,0.0
-79.9466003246568,0.00560549078188366,-20.0,0.0
-65.4466003246568,1.6,-5.499999999999998,0.0
-63.546600324656794,1.3,-3.599999999999998,0.0
-64.5466003246568,1.0,-4.599999999999998,0.0
-53.146600324656795,1.0,0.0,0.0
-54.146600324656795,1.0,-1.0,0.0
-55.646600324656795,1.5,-2.5,0.0
-56.94660032465679,1.3,-3.8,0.0
-52.94660032465679,0.8,0.0,0.0
-47.64660032465679,0.8,0.0,0.0
-49.24660032465679,1.6,-1.6,0.0
-42.646600324656795,0.7,0.0,0.0
-32.94660032465679,0.6,0.0,0.0
-33.74660032465679,0.8,-0.8,0.0
-35.04660032465679,1.3,-2.1,0.0
-36.74660032465679,1.7,-3.8,0.0
-38.14660032465679,1.4,-5.199999999999999,0.0
-39.14660032465679,1.0,-6.199999999999999,0.0
-39.946600324656785,0.8,-6.999999999999999,0.0
-40.54660032465679,0.6,-7.599999999999999,0.0
-39.446600324656785,0.6,-6.499999999999998,0.0
-40.04660032465679,0.6,-7.099999999999998,0.0
-40.64660032465679,0.6,-7.6999999999999975,0.0
-41.64660032465679,1.0,-8.699999999999998,0.0
-40.44660032465679,1.1,-7.499999999999998,0.0
-37.84660032465679,0.4,-4.899999999999999,0.0
-31.146600324656788,0.9,0.0,0.0
-12.64660032465679,0.9,0.0,0.0
-12.64660032465679,1.3,0.0,0.0
-13.64660032465679,1.0,-1.0,0.0
-12.146600324656788,1.7,0.0,0.0
-4.546600324656787,0.8,0.0,0.0
0.0,0.9,0.0,2.8533996753432134
-0.40000000000000013,1.6,-0.40000000000000013,0.0
0.0,0.9,0.0,27.700000000000003
0.0,0.8,0.0,11.2
0.0,1.2,0.0,4.7
-1.4,1.4,-1.4,0.0
-2.9,1.5,-2.9,0.0
-3.9,1.0,-3.9,0.0
0.0,0.6,0.0,1.7000000000000002
-0.7,0.7,-0.7,0.0
-1.0,0.3,-1.0,0.0
-1.7,0.7,-1.7,0.0
-2.4,0.7,-2.4,0.0
-3.0,0.6,-3.0,0.0
0.0,1.0,0.0,15.8
0.0,1.1,0.0,9.9
-0.9,0.9,-0.9,0.0
-1.4,0.5,-1.4,0.0
-1.9,0.5,-1.9,0.0
-2.3,0.4,-2.3,0.0
-2.8,0.5,-2.8,0.0
0.0,0.5,0.0,3.1000000000000005
0.0,0.7,0.0,28.2
0.0,0.5,0.0,17.6
0.0,0.7,0.0,1.3
-0.5,0.5,-0.5,0.0
-1.0,0.5,-1.0,0.0
-1.3,0.3,-1.3,0.0
-1.1,1.2,-1.1,0.0
0.0,0.6,0.0,1.1999999999999997
-0.6,0.6,-0.6,0.0
-1.1,0.5,-1.1,0.0
-0.5000000000000002,0.8,-0.5000000000000002,0.0
-1.2000000000000002,0.7,-1.2000000000000002,0.0
-1.7000000000000002,0.5,-1.7000000000000002,0.0
-2.5,0.8,-2.5,0.0
-3.0,0.5,-3.0,0.0
-3.3,0.3,-3.3,0.0
-3.5,0.2,-3.5,0.0
0.0,0.1,0.0,10.8
0.0,0.4,0.0,5.699999999999999
0.0,0.6,0.0,22.9
-0.3,0.3,-0.3,0.0
-0.7,0.4,-0.7,0.0
-1.0,0.3,-1.0,0.0
-1.4,0.4,-1.4,0.0
-1.7999999999999998,0.4,-1.7999999999999998,0.0
-2.1999999999999997,0.4,-2.1999999999999997,0.0
-2.8,0.6,-2.8,0.0
-3.1999999999999997,0.4,-3.1999999999999997,0.0
-3.6999999999999997,0.5,-3.6999999999999997,0.0
-4.3999999999999995,0.7,-4.3999999999999995,0.0
0.0,0.6,0.0,16.6
0.0,0.8,0.0,7.6000000000000005
0.0,1.1,0.0,13.3
0.0,0.7,0.0,4.2
-0.7,0.7,-0.7,0.0
-1.2,0.5,-1.2,0.0
0.0,0.8,0.0,13.0
-0.9,0.9,-0.9,0.0
0.0,0.8,0.0,9.499999999999998
-0.4,0.4,-0.4,0.0
-0.9,0.5,-0.9,0.0
0.0,0.8,0.0,2.5
0.0,1.0,0.0,1.7999999999999998
-1.8,1.8,-1.8,0.0
-3.0,1.2,-3.0,0.0
0.0,0.4,0.0,0.3999999999999998
-1.0,1.0,-1.0,0.0
-1.1,1.1,-1.1,0.0
0.0,1.2,0.0,13.9
-1.5,1.5,-1.5,0.0
-2.3,0.8,-2.3,0.0
-3.0999999999999996,0.8,-3.0999999999999996,0.0
-4.199999999999999,1.1,-4.199999999999999,0.0
-5.1,0.9,-5.1,0.0
0.0,0.3,0.0,11.799999999999999
0.0,0.6,0.0,1.7999999999999998
-1.0,1.0,-1.0,0.0
-1.8,0.8,-1.8,0.0
-2.8,1.0,-2.8,0.0
-4.0,1.2,-4.0,0.0
-2.5,1.4,-2.5,0.0
0.0,0.6,0.0,2.6999999999999997
0.0,0.7,0.0,0.5
-1.1,1.1,-1.1,0.0
-2.4000000000000004,1.3,-2.4000000000000004,0.0
0.0,1.8,0.0,0.9999999999999998
0.0,0.9,0.0,7.299999999999999
0.0,1.2,0.0,14.600000000000001
-1.3,1.3,-1.3,0.0
-0.10000000000000009,0.8,-0.10000000000000009,0.0
0.0,1.6,0.0,5.300000000000001
0.0,1.0,0.0,6.1
-1.3,1.3,-1.3,0.0
0.0,1.5,0.0,0.30000000000000004
0.0,1.2,0.0,28.0
0.0,0.7,0.0,32.3
0.0,1.5,0.0,3.2
0.0,2.0,0.0,0.20000000000000018
0.0,0.9,0.0,3.6999999999999997
0.0,1.3,0.0,1.0999999999999999
-2.4,2.4,-2.4,0.0
-3.9,1.5,-3.9,0.0
-1.8,1.3,-1.8,0.0
0.0,0.9,0.0,4.0
0.0,1.2,0.0,6.2
-0.19999999999999996,1.4,-0.19999999999999996,0.0
-1.9,1.7,-1.9,0.0
-3.3,1.4,-3.3,0.0
-5.9,2.6,-5.9,0.0
-2.5,2.5,-2.5,0.0
-4.8,2.3,-4.8,0.0
-7.0,2.2,-7.0,0.0
-7.8,0.8,-7.8,0.0
-9.9,2.1,-9.9,0.0
-12.2,2.3,-12.2,0.0
-14.0,1.8,-14.0,0.0
-14.7,0.7,-14.7,0.0
-14.4,1.4,-14.4,0.0
-10.0,1.8,-10.0,0.0
-11.8,1.8,-11.8,0.0
-13.600000000000001,1.8,-13.600000000000001,0.0
-3.200000000000002,1.7,-3.200000000000002,0.0
-0.700000000000002,1.1,-0.700000000000002,0.0
-3.800000000000002,3.1,-3.800000000000002,0.0
-5.8000000000000025,2.0,-5.8000000000000025,0.0
-8.400000000000002,2.6,-8.400000000000002,0.0
-11.000000000000002,2.6,-11.000000000000002,0.0
-12.000000000000002,3.0,-12.000000000000002,0.0
-14.700000000000003,2.7,-14.700000000000003,0.0
-18.000000000000004,3.3,-18.000000000000004,0.0
-21.400000000000002,3.4,-20.0,0.0
-17.5,1.5,-16.1,0.0
-17.7,1.9,-16.3,0.0
-21.3,3.6,-19.900000000000002,0.0
-25.3,4.0,-20.0,0.0
-27.5,2.2,-20.0,0.0
-31.1,3.6,-20.0,0.0
-34.6,3.5,-20.0,0.0
-38.4,3.8,-20.0,0.0
-42.0,3.6,-20.0,0.0
-45.61,3.61,-20.0,0.0
-43.61,2.3,-18.0,0.0
-46.01,2.4,-20.0,0.0
-49.23905,3.22905,-20.0,0.0
-52.16134025,2.9222902500000005,-20.0,0.0
-54.80601292625,2.644672676249999,-20.0,0.0
-20.80601292625,2.6,0.0,0.0
-18.70601292625,1.6,0.0,0.0
-22.40601292625,3.7,-3.7,0.0
-25.60601292625,3.2,-6.9,0.0
-22.40601292625,2.8,-3.7,0.0
-27.60601292625,5.2,-8.9,0.0
-31.80601292625,4.2,-13.100000000000001,0.0
-25.30601292625,2.7,-6.600000000000002,0.0
-22.60601292625,2.2,-3.900000000000002,0.0
-24.60601292625,4.8,-5.900000000000002,0.0
-28.30601292625,3.7,-9.600000000000001,0.0
-33.20601292625,4.9,-14.500000000000002,0.0
-33.106012926249996,2.4,-14.400000000000002,0.0
-37.30601292625,4.2,-18.6,0.0
-40.606012926249996,3.3,-20.0,0.0
-43.606012926249996,3.0,-20.0,0.0
-34.20601292624999,1.9,-10.6,0.0
-35.10601292624999,2.3,-11.5,0.0
-39.50601292624999,4.4,-15.9,0.0
-41.806012926249984,2.3,-18.2,0.0
-40.70601292624998,5.3,-17.099999999999998,0.0
-39.90601292624998,3.4,-16.299999999999997,0.0
-42.706012926249976,2.8,-19.099999999999998,0.0
-46.24894169825623,3.5429287720062526,-20.0,0.0
-49.45529223692189,3.2063505386656574,-20.0,0.0
-52.357039474414314,2.9017472374924207,-20.0,0.0
-53.53512072434496,2.778081249930641,-20.0,0.0
-56.049284255532186,2.5141635311872284,-20.0,0.0
-58.32460225125663,2.275317995724442,-20.0,0.0
-57.52460225125663,2.7,-19.2,0.0
-54.92460225125663,1.8,-16.599999999999998,0.0
-58.324602251256636,3.400000000000002,-20.0,0.0
-51.92460225125664,2.7,-13.600000000000001,0.0
-47.12460225125663,1.9,-8.8,0.0
-47.324602251256636,2.5,-9.0,0.0
-49.724602251256634,2.4,-11.4,0.0
-48.02460225125663,2.9,-9.700000000000001,0.0
-52.82460225125663,4.8,-14.5,0.0
-55.624602251256626,2.8,-17.3,0.0
-51.42460225125663,5.5,-13.100000000000001,0.0
-55.92460225125663,4.5,-17.6,0.0
-58.32460225125663,2.3999999999999986,-20.0,0.0
-60.38376503738725,2.05916278613062,-20.0,0.0
-62.24730735883546,1.863542321448211,-20.0,0.0
-63.93381315974609,1.6865058009106315,-20.0,0.0
-65.46010090957022,1.5262877498241219,-20.0,0.0
-66.84139132316105,1.38129041359083,-20.0,0.0
-68.09145914746075,1.2500678242997,-20.0,0.0
-69.22277052845197,1.131311380991228,-20.0,0.0
-70.24660732824904,1.0238367997970617,-20.0,0.0
-71.17317963206538,0.9265723038163411,-20.0,0.0
-72.01172756701918,0.8385479349537883,-20.0,0.0
-72.77061344815236,0.7588858811331782,-20.0,0.0
-70.87061344815235,5.1,-18.1,0.0
-72.77061344815235,1.8999999999999986,-20.0,0.0
-73.45740517057787,0.6867917224255269,-20.0,0.0
-74.07895167937298,0.6215465087951024,-20.0,0.0
-74.64145126983254,0.5624995904595673,-20.0,0.0
-75.15051339919845,0.5090621293659083,-20.0,0.0
-56.150513399198445,2.6,-0.9999999999999987,0.0
-57.95051339919844,1.8,-2.799999999999999,0.0
-45.45051339919844,3.2,0.0,0.0
-51.050513399198444,5.6,-5.6,0.0
-56.650513399198445,5.6,-11.2,0.0
-63.050513399198444,6.4,-17.6,0.0
-65.45051339919844,2.3999999999999986,-20.0,0.0
-66.8327146262746,1.3822012270761483,-20.0,0.0
-53.63271462627459,3.8,-6.8,0.0
-42.53271462627459,4.3,0.0,0.0
-45.13271462627459,3.9,-2.5999999999999996,0.0
-49.63271462627459,4.5,-7.1,0.0
-40.03271462627459,2.5,0.0,0.0
-43.53271462627459,3.5,-3.5,0.0
-47.73271462627459,4.2,-7.7,0.0
-43.832714626274594,3.5,-3.8,0.0
-41.332714626274594,3.9,-1.2999999999999994,0.0
-41.932714626274596,2.6,-1.8999999999999995,0.0
-44.6327146262746,2.7,-4.6,0.0
-48.8327146262746,4.2,-8.8,0.0
-54.532714626274604,5.7,-14.5,0.0
-58.632714626274606,4.1,-18.6,0.0
-60.662606736778514,2.029892110503912,-20.0,0.0
-62.499659096784555,1.8370523600060418,-20.0,0.0
-58.19965909678455,2.8,-15.7,0.0
-55.89965909678455,2.6,-13.399999999999999,0.0
-38.599659096784556,2.6,0.0,0.0
-34.69965909678456,2.6,0.0,0.0
-22.99965909678456,2.8,0.0,0.0
-22.699659096784558,3.3,0.0,0.0
-26.29965909678456,3.6,-3.6,0.0
-27.599659096784556,5.1,-4.9,0.0
-31.099659096784556,3.5,-8.4,0.0
-35.79965909678456,4.7,-13.100000000000001,0.0
-40.69965909678456,4.9,-18.0,0.0
-44.433191482590026,3.7335323858054665,-20.0,0.0
-47.433191482590026,3.0,-20.0,0.0
-48.89803829174397,3.264846809153947,-20.0,0.0
-40.098038291743975,3.0,-11.2,0.0
-45.89803829174397,5.8,-17.0,0.0
-48.69803829174397,2.8,-19.8,0.0
-47.79803829174397,2.9,-18.9,0.0
-50.85722465402829,3.059186362284323,-20.0,0.0
-50.85722465402829,3.6000000000000014,-20.0,0.0
-53.625788311895604,2.768563657867312,-20.0,0.0
-56.13133842226552,2.505550110369917,-20.0,0.0
-54.13133842226552,2.3,-18.0,0.0
-56.5888612721503,2.457522849884776,-20.0,0.0
-58.81291945129602,2.2240581791457217,-20.0,0.0
-60.825692103422895,2.012772652126878,-20.0,0.0
-62.64725135359772,1.8215592501748246,-20.0,0.0
-64.29576247500593,1.6485111214082169,-20.0,0.0
-33.29576247500593,2.2,0.0,0.0
-29.69576247500593,1.8,0.0,0.0
-34.49576247500593,4.8,-4.8,0.0
-38.49576247500593,4.0,-8.8,0.0
-29.39576247500593,2.4,0.0,0.0
-32.99576247500593,3.6,-3.6,0.0
-36.99576247500593,4.0,-7.6,0.0
-39.49576247500593,2.5,-10.1,0.0
-43.29576247500593,3.8,-13.899999999999999,0.0
-46.09576247500593,2.8,-16.7,0.0
-49.09576247500593,3.0,-19.7,0.0
-52.031665039880366,2.9359025648744366,-20.0,0.0
-54.68865686109173,2.6569918212113652,-20.0,0.0
-57.09323445928801,2.404577598196285,-20.0,0.0
-59.26937718565565,2.1761427263676394,-20.0,0.0
-61.23878635301836,1.9694091673627128,-20.0,0.0
-63.021101649481615,1.7823152964632554,-20.0,0.0
-64.63409699278085,1.6129953432992465,-20.0,0.0
-66.09385777846667,1.4597607856858188,-20.0,0.0
-60.09385777846667,3.5,-14.0,0.0
-60.39385777846667,2.3,-14.3,0.0
-63.293857778466666,2.9,-17.2,0.0
-66.09385777846667,2.8000000000000007,-20.0,0.0
-67.41494128951234,1.321083511045667,-20.0,0.0
-68.61052186700867,1.1955805774963277,-20.0,0.0
-69.69252228964285,1.0820004226341764,-20.0,0.0
-70.67173267212678,0.9792103824839291,-20.0,0.0
-71.55791806827473,0.8861853961479556,-20.0,0.0
-72.35991585178863,0.8019977835139009,-20.0,0.0
-73.08572384586871,0.7258079940800801,-20.0,0.0
-73.74258008051119,0.656856234642472,-20.0,0.0
-73.74258008051119,1.8000000000000007,-20.0,0.0
-74.33703497286263,0.594454892351437,-20.0,0.0
-74.87501665044067,0.5379816775780508,-20.0,0.0
-75.3618900686488,0.4868734182081367,-20.0,0.0
-75.80251051212717,0.4406204434783634,-20.0,0.0
-76.20127201347509,0.3987615013479182,-20.0,0.0
-76.56215117219496,0.3608791587198663,-20.0,0.0
-76.88874681083644,0.32659563864147856,-20.0,0.0
-77.18431586380697,0.2955690529705386,-20.0,0.0
-77.45180585674531,0.2674899929383372,-20.0,0.0
-77.69388430035451,0.24207844360919584,-20.0,0.0
-77.91296529182084,0.21908099146632143,-20.0,0.0
-78.11123358909786,0.19826829727702044,-20.0,0.0
-78.29066639813357,0.1794328090357027,-20.0,0.0
-78.45305309031087,0.16238669217731072,-20.0,0.0
-78.60001304673133,0.1469599564204671,-20.0,0.0
-78.73301180729186,0.13299876056052362,-20.0,0.0
-78.85337568559913,0.12036387830727335,-20.0,0.0
-78.96230499546722,0.10892930986808214,-20.0,0.0
-77.56230499546722,2.1,-18.6,0.0
-39.062304995467215,1.8,0.0,0.0
-16.562304995467215,0.8,0.0,0.0
-15.862304995467216,2.5,0.0,0.0
-13.062304995467215,1.0,0.0,0.0
-15.062304995467215,2.0,-2.0,0.0
-17.562304995467215,2.5,-4.5,0.0
-19.762304995467215,2.2,-6.7,0.0
-21.562304995467215,1.8,-8.5,0.0
-24.562304995467215,3.0,-11.5,0.0
-26.562304995467215,2.0,-13.5,0.0
-27.762304995467215,1.2,-14.7,0.0
-26.862304995467213,2.2,-13.8,0.0
-24.962304995467214,1.3,-11.900000000000002,0.0
-27.262304995467215,2.3,-14.200000000000003,0.0
-28.762304995467215,1.5,-15.700000000000003,0.0
-32.16230499546722,3.4,-19.1,0.0
-35.062304995467215,2.9,-20.0,0.0
-37.76230499546722,2.7,-20.0,0.0
-40.062304995467215,2.3,-20.0,0.0
-41.66230499546722,1.6,-20.0,0.0
-44.062304995467215,2.4,-20.0,0.0
-45.76230499546722,1.7,-20.0,0.0
-47.36230499546722,1.6,-20.0,0.0
-49.36230499546722,2.0,-20.0,0.0
-50.96230499546722,1.6,-20.0,0.0
-52.06230499546722,1.1,-20.0,0.0
-49.662304995467224,1.1,-17.6,0.0
-50.96230499546722,1.3,-18.900000000000002,0.0
-51.662304995467224,0.7,-19.6,0.0
-53.36230499546723,1.7,-20.0,0.0
-53.46230499546723,0.1,-20.0,0.0
-55.16230499546723,1.7,-20.0,0.0
-36.362304995467234,1.1,-1.2000000000000015,0.0
-12.762304995467234,0.9,0.0,0.0
-7.062304995467235,0.4,0.0,0.0
-8.062304995467235,1.0,-1.0,0.0
-9.162304995467235,1.1,-2.1,0.0
-9.862304995467234,0.7,-2.8,0.0
-10.762304995467234,0.9,-3.6999999999999997,0.0
-1.662304995467234,1.8,0.0,0.0
-3.1623049954672338,1.5,-1.5,0.0
0.0,0.9,0.0,0.5376950045327659
0.0,0.6,0.0,11.200000000000001
-0.8,0.8,-0.8,0.0
-1.9000000000000001,1.1,-1.9000000000000001,0.0
0.0,0.4,0.0,29.000000000000004
-1.0,1.0,-1.0,0.0
-1.9,0.9,-1.9,0.0
-2.5,0.6,-2.5,0.0
-3.1,0.6,-3.1,0.0
-3.7,0.6,-3.7,0.0
-4.6000000000000005,0.9,-4.6000000000000005,0.0
0.0,0.7,0.0,9.3
0.0,0.6,0.0,6.1000000000000005
-0.6,0.6,-0.6,0.0
-1.0,0.4,-1.0,0.0
-1.5,0.5,-1.5,0.0
-1.9,0.4,-1.9,0.0
0.0,0.7,0.0,6.8999999999999995
0.0,0.0,0.0,0.0
-0.6,0.6,-0.6,0.0
-1.2999999999999998,0.7,-1.2999999999999998,0.0
-2.0999999999999996,0.8,-2.0999999999999996,0.0
-2.8999999999999995,0.8,-2.8999999999999995,0.0
-3.5999999999999996,0.7,-3.5999999999999996,0.0
-3.8999999999999995,0.3,-3.8999999999999995,0.0
-5.699999999999999,1.8,-5.699999999999999,0.0
0.0,1.0,0.0,8.3
0.0,0.8,0.0,4.4
0.0,0.8,0.0,18.2
-0.6,0.6,-0.6,0.0
-1.2999999999999998,0.7,-1.2999999999999998,0.0
-1.7999999999999998,0.5,-1.7999999999999998,0.0
0.0,0.2,0.0,2.0
0.0,0.4,0.0,7.3
-0.5,0.5,-0.5,0.0
-1.0,0.5,-1.0,0.0
-1.4,0.4,-1.4,0.0
-1.7999999999999998,0.4,-1.7999999999999998,0.0
-0.8999999999999998,0.4,-0.8999999999999998,0.0
-1.4999999999999998,0.6,-1.4999999999999998,0.0
0.0,0.7,0.0,28.900000000000002
0.0,0.4,0.0,15.799999999999999
0.0,0.4,0.0,5.1
0.0,0.4,0.0,21.200000000000003
-0.3,0.3,-0.3,0.0
-0.5,0.2,-0.5,0.0
-0.6,0.1,-0.6,0.0
-1.0,0.4,-1.0,0.0
-1.3,0.3,-1.3,0.0
-1.8,0.5,-1.8,0.0
-2.2,0.4,-2.2,0.0
0.0,0.7,0.0,97.19999999999999
0.0,0.5,0.0,4.9
0.0,0.7,0.0,2.4000000000000004
0.0,0.8,0.0,8.899999999999999
-0.5,0.5,-0.5,0.0
0.0,0.6,0.0,0.09999999999999998
-0.2,0.2,-0.2,0.0
-0.8,0.6,-0.8,0.0
0.0,1.3,0.0,3.8000000000000007
0.0,0.2,0.0,17.1
0.0,0.3,0.0,1.9000000000000001
-0.6,0.6,-0.6,0.0
-1.2,0.6,-1.2,0.0
0.0,0.9,0.0,9.700000000000001
-0.5,0.5,-0.5,0.0
-1.5,1.0,-1.5,0.0
-1.7,0.2,-1.7,0.0
0.0,0.9,0.0,4.8
0.0,0.4,0.0,19.5
-0.5,0.5,-0.5,0.0
0.0,0.5,0.0,7.0
0.0,0.3,0.0,3.4000000000000004
0.0,1.1,0.0,15.000000000000002
-0.9,0.9,-0.9,0.0
-1.1,0.2,-1.1,0.0
-1.7000000000000002,0.6,-1.7000000000000002,0.0
-2.1,0.4,-2.1,0.0
-1.7000000000000002,0.9,-1.7000000000000002,0.0
-2.2,0.5,-2.2,0.0
-1.4000000000000004,0.9,-1.4000000000000004,0.0
0.0,0.4,0.0,2.9
0.0,0.9,0.0,1.6
0.0,0.6,0.0,6.0
